Row,S3,EDS,EZR,POT,L1,C4,TD_P
z_1,-0.6379994814673724,-0.23920036703800002,0.11265131931313493,-0.20582619411988018,0.5627161303866485,-0.21185622242324706,0.5190096795798512
z_2,0.4648278086239797,0.2111934660431591,0.0587584208457853,0.18137681352383855,0.48123144063718415,-0.12720415503882834,0.10373597859850994
